﻿カードID,名前,読み方,レベル,属性,種族,カードタイプ,攻撃力,守備力,カードテキスト
14560,TG ドリル・フィッシュ,テックジーナス　ドリル・フィッシュ,1,水,魚族,効果,100,800,
14262,TG ハルバード・キャノン／バスター,テックジーナス ハルバード・キャノンスラッシュバスター,12,地,機械族,特殊召喚／効果,4500,4500,
9512,TG パワー・グラディエイター,テックジーナス　パワー・グラディエイター,5,地,戦士族,シンクロ／効果,2300,1000,
19191,TG－ブレイクリミッター,テックジーナス－ブレイクリミッター,,,魔法,,,,
9513,TG ブレード・ガンナー,テックジーナス　ブレード・ガンナー,10,地,機械族,シンクロ／効果,3300,2200,
14087,TG ブースター・ラプトル,テックジーナス　ブースター・ラプトル,1,風,恐竜族,効果,400,300,
19176,TG マイティ・ストライカー,テックジーナス　マイティ・ストライカー,2,地,戦士族,シンクロ／チューナー／効果,1800,0,
14561,TG メタル・スケルトン,テックジーナス　メタル・スケルトン,2,闇,アンデット族,効果,1100,0,
19145,TG ロケット・サラマンダー,テックジーナス　ロケット・サラマンダー,1,炎,炎族,効果,600,600,
9510,TG レシプロ・ドラゴン・フライ,テックジーナス　レシプロ・ドラゴン・フライ,2,風,昆虫族,シンクロ／効果,300,300,
9492,TG ラッシュ・ライノ,テックジーナス　ラッシュ・ライノ,4,地,獣族,効果,1600,800,
9511,TG ワンダー・マジシャン,テックジーナス　ワンダー・マジシャン,5,光,魔法使い族,シンクロ／チューナー／効果,1900,0,
9491,TG ワーウルフ,テックジーナス　ワーウルフ,3,闇,獣戦士族,効果,1200,0,
15729,鉄駆竜スプリンド,てっくりゅうスプリンド,8,闇,機械族,融合／効果,2500,2000,
9795,撤収命令,てっしゅうめいれい,,,罠,,,,
9522,鉄壁の機皇兵,てっぺきのきこうへい,,,魔法,,,,
6355,鉄壁の布陣,てっぺきのふじん,,,魔法,,,,
13810,鉄の檻,てつのおり,,,魔法,,,,
5059,鉄の騎士 ギア・フリード,てつのきし　ギア・フリード,4,地,戦士族,効果,1800,1600,
9976,鉄巨人アイアンハンマー,てつきょじんアイアンハンマー,8,地,岩石族,効果,900,3500,
13805,鉄の騎士,てつのきし,4,地,戦士族,効果,1700,700,
4400,鉄のサソリ,てつのサソリ,1,地,機械族,効果,250,300,
13804,鉄のハンス,てつのハンス,4,地,戦士族,効果,1200,800,
10205,手のひら返し,てのひらがえし,,,罠,,,,
7389,手札断殺,てふだだんさつ,,,魔法,,,,
4741,鉄腕ゴーレム,てつわんゴーレム,6,地,機械族,通常,1900,2200,
4821,手札抹殺,てふだまっさつ,,,魔法,,,,
4114,手招きする墓場,てまねきするはかば,3,闇,アンデット族,通常,700,900,
6525,テュアラティン,テュアラティン,8,光,天使族,効果,2800,2500,
12641,煉獄の騎士 ヴァトライムス,テラナイト　ヴァトライムス,4,闇,戦士族,エクシーズ／効果,2600,550,
18483,星騎士 アルテア,テラナイト　アルテア,4,光,戦士族,効果,1700,1300,
18527,星守の騎士団,テラナイト・セイクリッド,,,魔法,,,,
18508,星騎士 セイクリッド・カドケウス,テラナイト　セイクリッド・カドケウス,4,光,魔法使い族,エクシーズ／効果,2500,1650,
18484,星騎士 リュラ,テラナイト　リュラ,4,光,戦士族,効果,1200,1600,
5537,テラ・フォーミング,テラ・フォーミング,,,魔法,,,,
11725,星守の騎士 プトレマイオス,テラナイト　プトレマイオス,4,光,戦士族,エクシーズ／効果,550,2600,
7720,テレキアタッカー,テレキアタッカー,4,地,サイキック族,効果,1700,700,
9745,テレポンD.D.,テレポンディー．ディー．,2,地,サイキック族,効果,500,1800,
12542,手をつなぐ魔人,てをつなぐまじん,4,闇,悪魔族,効果,1000,1600,
14493,天威の鬼神,てんいのきじん,3,闇,幻竜族,リンク,3000,-,
21471,テレポート・フュージョン,テレポート・フュージョン,,,魔法,,,,
14491,天威の拳僧,てんいのけんそう,1,地,幻竜族,リンク,1000,-,
14662,天威の龍鬼神,てんいのりゅうきしん,8,闇,幻竜族,シンクロ／効果,3000,0,
14492,天威の龍仙女,てんいのりゅうせんにょ,2,炎,幻竜族,リンク／効果,1600,-,
20799,天威無窮の境地,てんいむきゅうのきょうち,,,魔法,,,,
14795,天威の龍拳聖,てんいのりゅうけんせい,3,光,幻竜族,リンク／効果,2600,-,
14518,天威無双の拳,てんいむそうのけん,,,罠,,,,
14456,天威龍－アーダラ,てんいりゅう－アーダラ,1,地,幻竜族,チューナー／効果,0,0,
14460,天威龍－ヴィシュダ,てんいりゅう－ヴィシュダ,7,闇,幻竜族,効果,1500,2500,
14503,天威無崩の地,てんいむほうのち,,,魔法,,,,
14646,天威龍－アシュナ,てんいりゅう－アシュナ,7,光,幻竜族,効果,1600,2600,
14949,天威龍－サハスラーラ,てんいりゅう－サハスラーラ,4,光,幻竜族,リンク／効果,3000,-,
14459,天威龍－ナハタ,てんいりゅう－ナハタ,4,風,幻竜族,効果,800,1000,
14458,天威龍－マニラ,てんいりゅう－マニラ,4,炎,幻竜族,効果,600,1500,
14457,天威龍－シュターナ,てんいりゅう－シュターナ,4,水,幻竜族,効果,400,2000,
20760,天威龍－スールヤ,てんいりゅう－スールヤ,4,光,幻竜族,チューナー／効果,1600,0,
5697,天界王 シナト,てんかいおう　シナト,8,光,天使族,儀式／効果,3300,3000,
10301,天下統一,てんかとういつ,,,罠,,,,
20779,天威龍－ムーラ・アーダラ,てんいりゅう－ムーラ・アーダラ,8,光,幻竜族,シンクロ／効果,3000,0,
6595,天下人 紫炎,てんかびと　シエン,4,炎,炎族,効果,1500,1000,
11607,転回操車,てんかいそうしゃ,,,魔法,,,,
13496,天球の聖刻印,てんきゅうのせいこくいん,2,光,ドラゴン族,リンク／効果,0,-,
13730,天穹のパラディオン,てんきゅうのパラディオン,4,光,サイキック族,効果,1600,1000,
10848,天穹覇龍ドラゴアセンション,てんきゅうはりゅうドラゴアセンション,10,光,ドラゴン族,シンクロ／効果,?,3000,
16526,天極輝艦－熊斗竜巧,てんきょくきかん－ベアトロン,7,水,機械族,融合／効果,2000,700,
18808,天極輝士－熊斗竜巧α,てんきょくきし－ベアトロンアルファ,7,水,機械族,特殊召喚／効果,2000,700,
17174,天気予報,てんきよほう,,,魔法,,,,
8827,天空の泉,てんくうのいずみ,,,魔法,,,,
7109,天空の使者 ゼラディアス,てんくうのししゃ　ゼラディアス,4,光,天使族,効果,2100,800,
11939,天空の虹彩,てんくうのこうさい,,,魔法,,,,
16647,天空の歌声,てんくうのうたごえ,,,魔法,,,,
5982,天空の聖域,てんくうのせいいき,,,魔法,,,,
16652,天空の聖水,てんくうのせいすい,,,魔法,,,,
9290,天空の宝札,てんくうのほうさつ,,,魔法,,,,
4693,天狗のうちわ,てんぐのうちわ,,,罠,,,,
12732,天空の女神 ジュノー,てんくうのめがみ　ジュノー,8,光,天使族,ペンデュラム／効果,3000,3000,
16516,天獄の王,てんごくのおう,10,闇,岩石族,効果,3000,3000,
9403,天啓の薔薇の鐘,てんけいのローズ・ベル,,,魔法,,,,
14796,天元の荒鷲王,てんげんのあらわしおう,5,光,鳥獣族,リンク／効果,3000,-,
15300,天幻の龍輪,てんげんのりゅうりん,,,魔法,,,,
14809,万物創世龍,テンサウザンド・ドラゴン,10,闇,ドラゴン族,特殊召喚／効果,?,?,
9040,天刑王 ブラック・ハイランダー,てんけいおう　ブラック・ハイランダー,7,闇,悪魔族,シンクロ／効果,2800,2300,
4347,天使の生き血,てんしのいきち,,,魔法,,,,
4903,天使の手鏡,てんしのてかがみ,,,罠,,,,
4815,天使のサイコロ,てんしのサイコロ,,,魔法,,,,
12352,天使の涙,てんしのなみだ,,,罠,,,,
4812,天使の施し,てんしのほどこし,,,魔法,,,,
13830,天昇星テンマ,てんしょうせいテンマ,5,光,戦士族,効果,2100,1000,
4109,転職の魔鏡,てんしょくのまきょう,3,闇,悪魔族,通常,800,1300,
15529,転晶のコーディネラル,てんしょうのコーディネラル,2,地,岩石族,リンク／効果,1200,-,
12238,天翔の竜騎士ガイア,てんしょうのりゅうきしガイア,7,風,ドラゴン族,融合／効果,2600,2100,
9568,転身テンシーン,てんしんテンシーン,2,光,天使族,効果,800,100,
7478,転生断絶,てんせいだんぜつ,,,罠,,,,
5551,天声の服従,てんせいのふくじゅう,,,魔法,,,,
7010,転生の予言,てんせいのよげん,,,罠,,,,
12014,転生の超戦士,てんせいのちょうせんし,,,罠,,,,
11261,転生竜サンサーラ,てんせいりゅうサンサーラ,5,闇,ドラゴン族,シンクロ／効果,100,2600,
21161,転惺竜華－闇巴,てんせいりゅうげ－あんば,10,闇,ドラゴン族,ペンデュラム／効果,3000,2100,
4595,テンタクル・プラント,テンタクル・プラント,2,水,植物族,通常,500,600,
4607,テンダネス,テンダネス,3,光,天使族,通常,700,1400,
12808,天地開闢,てんちかいびゃく,,,罠,,,,
18210,天地晦冥,てんちかいめい,,,魔法,,,,
17835,天地返し,てんちがえし,,,罠,,,,
12093,天帝従騎イデア,てんていじゅうきイデア,1,光,戦士族,効果,800,1000,
12090,天帝アイテール,てんていアイテール,8,光,天使族,効果,2800,1000,
15286,天底の使徒,てんていのしと,,,魔法,,,,
18317,転轍地点,てんてつちてん,,,罠,,,,
6217,天罰,てんばつ,,,罠,,,,
19858,天盃龍ファドラ,てんぱいりゅうファドラ,3,炎,ドラゴン族,効果,1600,1000,
19857,天盃龍パイドラ,てんぱいりゅうパイドラ,3,炎,ドラゴン族,効果,1700,1000,
19859,天盃龍チュンドラ,てんぱいりゅうチュンドラ,4,炎,ドラゴン族,チューナー／効果,1500,1000,
13423,天火の牢獄,てんぴのろうごく,,,魔法,,,,
20765,テンプレート・スキッパー,テンプレート・スキッパー,1,闇,サイバース族,効果,0,0,
5392,天変地異,てんぺんちい,,,魔法,,,,
7114,天魔神 インヴィシル,てんましん　インヴィシル,6,地,天使族,効果,2200,1600,
7112,天魔神 エンライズ,てんましん　エンライズ,8,光,天使族,特殊召喚／効果,2400,1500,
15986,天魔神 シドヘルズ,てんましん　シドヘルズ,6,地,悪魔族,効果,2200,1600,
7113,天魔神 ノーレラス,てんましん　ノーレラス,8,闇,悪魔族,特殊召喚／効果,2400,1500,
12310,天魔大帝,てんまたいてい,5,闇,戦士族,効果,2400,1000,
19385,天魔の聲選器－『ヴァルモニカ』,てんまのせいせんき－『ヴァルモニカ』,,,魔法,,,,
14540,天馬の翼,てんまのつばさ,,,魔法,,,,
10601,天命の聖剣,てんめいのせいけん,,,魔法,,,,
13831,天融星カイキ,てんゆうせいカイキ,5,光,戦士族,効果,1000,2100,
5479,天よりの宝札,てんよりのほうさつ,,,魔法,,,,
17652,天雷星センコウ,てんらいせいセンコウ,7,光,戦士族,効果,2400,0,
15011,天雷震龍－サンダー・ドラゴン,てんらいしんりゅう－サンダー・ドラゴン,9,光,雷族,特殊召喚／効果,3000,2000,
14310,転臨の守護竜,てんりんのしゅごりゅう,,,魔法,,,,
21794,転輪のスフィンクス,てんりんのスフィンクス,8,地,岩石族,効果,2500,3000,
9718,天狼王 ブルー・セイリオス,てんろうおう　ブルー・セイリオス,6,闇,獣戦士族,シンクロ／効果,2400,1500,
11127,天輪の葬送士,てんりんのそうそうし,1,光,天使族,効果,0,0,
12895,天輪の双星道士,てんりんのそうせいどうし,2,光,天使族,シンクロ／チューナー／効果,100,800,
15313,天龍雪獄,てんろうせつごく,,,罠,,,,
5933,テーヴァ,テーヴァ,5,光,戦士族,効果,2000,1500,
6822,テールスイング,テールスイング,,,魔法,,,,
12899,ディアバウンド・カーネル,ディアバウンド・カーネル,5,闇,悪魔族,効果,1800,1200,
17814,械貶する肆世壊,ディクライン・スケアクロー,,,魔法,,,,
11489,ディサイシブの影霊衣,ディサイシブのネクロス,10,水,ドラゴン族,儀式／効果,3300,2300,
5970,円盤闘士,ディスクファイター,4,地,戦士族,効果,1000,1000,
15070,ディザスター・デーモン,ディザスター・デーモン,9,闇,悪魔族,効果,2000,3000,
5787,ディスカバード・アタック,ディスカバード・アタック,,,魔法,,,,
7320,ディザーム,ディザーム,,,罠,,,,
4649,ディスク・マジシャン,ディスク・マジシャン,4,闇,機械族,通常,1350,1000,
7608,ディスクライダー,ディスクライダー,4,風,悪魔族,効果,1700,1500,
7721,ディストラクター,ディストラクター,4,地,サイキック族,効果,1600,400,
4165,ディッグ・ビーク,ディッグ・ビーク,2,地,獣族,通常,500,800,
6427,ディノインフィニティ,ディノインフィニティ,4,地,恐竜族,効果,?,0,
19871,ディノベーダー・ドクス,ディノベーダー・ドクス,6,地,恐竜族,効果,1500,2200,
12241,ディノンの鋼鉄騎兵,ディノンのこうてつきへい,4,地,恐竜族,ペンデュラム／効果,1600,2600,
16627,D・D・D,ディファレント・ディメンション・ダービー,,,罠,,,,
7519,D・D・R,ディファレント・ディメンション・リバイバル,,,魔法,,,,
6430,D・D・M,ディファレント・ディメンション・マスター,5,光,魔法使い族,効果,1700,1500,
13217,ディフェクト・コンパイラー,ディフェクト・コンパイラー,3,光,サイバース族,効果,1000,1000,
7483,ディフェンシブ・タクティクス,ディフェンシブ・タクティクス,,,罠,,,,
5122,ディフェンド・スライム,ディフェンド・スライム,,,罠,,,,
13105,ディフェンスゾーン,ディフェンスゾーン,,,魔法,,,,
9143,ディフェンダーズ・クロス,ディフェンダーズ・クロス,,,罠,,,,
7880,D・クロックン,ディフォーマー・クロックン,2,地,機械族,効果,600,1100,
17599,D・イヤホン,ディフォーマー・イヤホン,4,地,機械族,シンクロ／効果,1200,1800,
8793,D・クリーナン,ディフォーマー・クリーナン,1,風,機械族,効果,0,0,
17636,D・インパクトリターン,ディフォーマー・インパクトリターン,,,罠,,,,
7878,D・キャメラン,ディフォーマー・キャメラン,2,光,機械族,効果,800,600,
7927,D・ゲイザー,ディフォーマー・ゲイザー,,,罠,,,,
17601,D・コンバートユニット,ディフォーマー・コンバートユニット,,,魔法,,,,
7907,D・コード,ディフォーマー・コード,,,魔法,,,,
17598,D・スキャナン,ディフォーマー・スキャナン,6,地,機械族,特殊召喚／チューナー／効果,1500,600,
8850,D・スクランブル,ディフォーマー・スクランブル,,,罠,,,,
9482,D・ステープラン,ディフォーマー・ステープラン,4,地,機械族,効果,1400,1000,
7876,D・チャッカン,ディフォーマー・チャッカン,3,炎,炎族,効果,1200,600,
8168,D・スコープン,ディフォーマー・スコープン,3,光,機械族,チューナー／効果,800,1400,
7906,D・スピードユニット,ディフォーマー・スピードユニット,,,魔法,,,,
11550,D・スマホン,ディフォーマー・スマホン,1,地,機械族,特殊召喚／チューナー／効果,100,100,
17596,D・テレホン,ディフォーマー・テレホン,1,地,機械族,チューナー／効果,100,100,
8224,D・バインド,ディフォーマー・バインド,,,罠,,,,
8067,D・バリア,ディフォーマー・バリア,,,罠,,,,
7908,D・パワーユニット,ディフォーマー・パワーユニット,,,魔法,,,,
8016,D・パッチン,ディフォーマー・パッチン,4,風,機械族,効果,1200,800,
8045,D・フィールド,ディフォーマー・フィールド,,,魔法,,,,
7875,D・マグネンU,ディフォーマー・マグネンユー,3,地,雷族,効果,800,800,
8167,D・ビデオン,ディフォーマー・ビデオン,4,光,機械族,効果,1000,1000,
8015,D・ボードン,ディフォーマー・ボードン,3,地,機械族,効果,500,1800,
7874,D・モバホン,ディフォーマー・モバホン,1,地,機械族,効果,100,100,
9481,D・ライトン,ディフォーマー・ライトン,1,光,機械族,チューナー／効果,200,200,
7879,D・ラジオン,ディフォーマー・ラジオン,4,光,雷族,効果,1000,900,
7877,D・ラジカッセン,ディフォーマー・ラジカッセン,4,地,機械族,効果,1200,400,
8206,D・リペアユニット,ディフォーマー・リペアユニット,,,魔法,,,,
8298,D・マグネンI,ディフォーマー・マグネンアイ,1,地,雷族,効果,100,100,
6448,ディメンション・ウォール,ディメンション・ウォール,,,罠,,,,
8166,D・リモコン,ディフォーマー・リモコン,3,地,機械族,チューナー／効果,300,1200,
14740,ディメンション・アトラクター,ディメンション・アトラクター,6,闇,魔法使い族,効果,1200,2200,
8044,D・レトロエンジン,ディフォーマー・レトロエンジン,,,魔法,,,,
7926,ディフォーム,ディフォーム,,,罠,,,,
12507,ディメンション・ガーディアン,ディメンション・ガーディアン,,,罠,,,,
7517,次元合成師,ディメンション・ケミストリー,4,光,天使族,効果,1300,200,
10427,ディメンション・ゲート,ディメンション・ゲート,,,罠,,,,
16807,ディメンション・コンジュラー,ディメンション・コンジュラー,1,闇,魔法使い族,効果,500,500,
12506,ディメンション・スフィンクス,ディメンション・スフィンクス,,,罠,,,,
10099,ディメンション・スライド,ディメンション・スライド,,,罠,,,,
12508,ディメンション・ミラージュ,ディメンション・ミラージュ,,,罠,,,,
12504,ディメンション・リフレクター,ディメンション・リフレクター,,,罠,,,,
5597,ディメンション・ポッド,ディメンション・ポッド,2,闇,機械族,リバース／効果,200,200,
5752,ディメンション・マジック,ディメンション・マジック,,,魔法,,,,
10337,ディメンション・ワンダラー,ディメンション・ワンダラー,1,光,魔法使い族,効果,0,0,
17624,ディメンジョン・ダイス,ディメンジョン・ダイス,,,魔法,,,,
4951,DNA改造手術,ＤＮＡかいぞうしゅじゅつ,,,罠,,,,
5919,DNA移植手術,ＤＮＡいしょくしゅじゅつ,,,罠,,,,
9471,ディーヴジャン,ディーヴジャン,2,炎,機械族,効果,200,200,
7933,DNA定期健診,ＤＮＡていきけんしん,,,罠,,,,
14453,DMZドラゴン,ディーエムゼットドラゴン,4,闇,ドラゴン族,効果,0,2000,
12708,D３,ディーキュービック,1,闇,機械族,効果,0,0,
6680,D－シールド,ディー－シールド,,,罠,,,,
6952,D－カウンター,ディー－カウンター,,,罠,,,,
6762,D－スピリッツ,ディー－スピリッツ,,,魔法,,,,
6678,D－タイム,ディー－タイム,,,罠,,,,
14319,D－タクティクス,ディー－タクティクス,,,罠,,,,
9140,D２シールド,ディーツーシールド,,,罠,,,,
6761,D－チェーン,ディー－チェーン,,,罠,,,,
5932,D.D.アサイラント,ディー．ディー．アサイラント,4,地,戦士族,効果,1700,1600,
14448,DDアーク,ディーディーアーク,4,闇,悪魔族,ペンデュラム／効果,0,2000,
21071,DDエクストラ・サーベイヤー,ディーディーエクストラ・サーベイヤー,5,闇,悪魔族,ペンデュラム／効果,1000,0,
14739,DDイービル,ディーディーイービル,4,闇,悪魔族,ペンデュラム／効果,2000,0,
12228,DDオルトロス,ディーディーオルトロス,4,闇,悪魔族,ペンデュラム／チューナー／効果,600,1800,
13056,DDヴァイス・テュポーン,ディーディーヴァイス・テュポーン,7,闇,悪魔族,効果,2300,2800,
6980,D.D.クロウ,ディー．ディー．クロウ,1,闇,鳥獣族,効果,100,100,
21069,DDカウント・サーベイヤー,ディーディーカウント・サーベイヤー,8,闇,悪魔族,ペンデュラム／効果,2000,2000,
16818,DDグリフォン,ディーディーグリフォン,4,闇,悪魔族,ペンデュラム／効果,1200,1200,
11458,DDケルベロス,ディーディーケルベロス,4,闇,悪魔族,ペンデュラム／効果,1800,600,
12929,DDゴースト,ディーディーゴースト,2,闇,悪魔族,チューナー／効果,600,300,
21768,DDディフェンス・ソルジャー,ディーディーディフェンス・ソルジャー,4,闇,悪魔族,効果,0,1800,
21070,DDスケール・サーベイヤー,ディーディースケール・サーベイヤー,2,闇,悪魔族,ペンデュラム／効果,0,1000,
6283,D.D.ダイナマイト,ディー．ディー．ダイナマイト,,,罠,,,,
11955,DDスワラル・スライム,ディーディースワラル・スライム,2,闇,悪魔族,効果,200,200,
13121,DDD運命王ゼロ・ラプラス,ディーディーディーうんめいおうゼロ・ラプラス,10,闇,悪魔族,ペンデュラム／効果,?,0,
12225,DDD極智王カオス・アポカリプス,ディーディーディーきょくちおうカオス・アポカリプス,7,闇,悪魔族,ペンデュラム／効果,2700,2000,
11616,DDD壊薙王アビス・ラグナロク,ディーディーディーかいちおうアビス・ラグナロク,8,闇,悪魔族,ペンデュラム／効果,2200,3000,
12232,DDD剋竜王ベオウルフ,ディーディーディーこくりゅうおうベオウルフ,8,闇,悪魔族,融合／効果,3000,2500,
11443,DDD死偉王ヘル・アーマゲドン,ディーディーディーしいおうヘル・アーマゲドン,8,闇,悪魔族,ペンデュラム／効果,3000,1000,
14961,DDD死謳王バイス・レクイエム,ディーディーディーしおうおうバイス・レクイエム,8,闇,悪魔族,ペンデュラム／効果,2800,2000,
11445,DDD疾風王アレクサンダー,ディーディーディーしっぷうおうアレクサンダー,7,風,悪魔族,シンクロ／効果,2500,2000,
16849,DDD赦俿王デス・マキナ,ディーディーディーしゃちおうデス・マキナ,10,闇,悪魔族,エクシーズ／ペンデュラム／効果,3000,3000,
14204,DDD深淵王ビルガメス,ディーディーディーしんえんおうビルガメス,2,闇,悪魔族,リンク／効果,1800,-,
13079,DDD疾風大王エグゼクティブ・アレクサンダー,ディーディーディーしっぷうだいおうエグゼクティブ・アレクサンダー,10,風,悪魔族,シンクロ／効果,3000,2500,
11830,DDD神託王ダルク,ディーディーディーしんたくおうダルク,7,闇,悪魔族,融合／効果,2800,2000,
12233,DDD呪血王サイフリート,ディーディーディーじゅけつおうサイフリート,8,闇,悪魔族,シンクロ／効果,2800,2200,
11994,DDD双暁王カリ・ユガ,ディーディーディーそうぎょうおうカリ・ユガ,8,闇,悪魔族,エクシーズ／効果,3500,3000,
21804,DDD創始王クロヴィス,ディーディーディーそうしおうクロヴィス,6,闇,悪魔族,シンクロ／効果,2100,1900,
11328,DDD制覇王カイゼル,ディーディーディーせいはおうカイゼル,7,闇,悪魔族,効果,2800,2100,
13123,DDD超死偉王パープリッシュ・ヘル・アーマゲドン,ディーディーディーちょうしいおうパープリッシュ・ヘル・アーマゲドン,10,闇,悪魔族,融合／ペンデュラム／効果,3500,3000,
21809,DDD智慧王ソロモン,ディーディーディーちけいおうソロモン,4,闇,悪魔族,エクシーズ／効果,1800,2500,
13132,DDD超死偉王ホワイテスト・ヘル・アーマゲドン,ディーディーディーちょうしいおうホワイテスト・ヘル・アーマゲドン,10,闇,悪魔族,シンクロ／ペンデュラム／効果,3500,3000,
13133,DDD超死偉王ダークネス・ヘル・アーマゲドン,ディーディーディーちょうしいおうダークネス・ヘル・アーマゲドン,8,闇,悪魔族,エクシーズ／ペンデュラム／効果,3500,3000,
11836,DDD狙撃王テル,ディーディーディーそげきおうテル,5,闇,悪魔族,エクシーズ／効果,2300,2000,
21815,DDD天空王ゼウス・ラグナロク,ディーディーディーてんくうおうゼウス・ラグナロク,3,闇,悪魔族,リンク／効果,2200,-,
13304,DDD超視王ゼロ・マクスウェル,ディーディーディーちょうしおうゼロ・マクスウェル,7,闇,悪魔族,ペンデュラム／効果,2800,2500,
21801,DDDD偉次元王アーク・クライシス,ディーディーディーディーいじげんおうアーク・クライシス,12,闇,悪魔族,融合／ペンデュラム／効果,4000,4000,
11457,DDD怒濤王シーザー,ディーディーディーどとうおうシーザー,4,水,悪魔族,エクシーズ／効果,2400,1200,
18440,DDDD超次元統皇ゼロ・パラドックス,ディーディーディーディーちょうじげんとうおうゼロ・パラドックス,12,闇,悪魔族,特殊召喚／ペンデュラム／効果,3000,3000,
11988,DDD怒濤壊薙王カエサル・ラグナロク,ディーディーディーどとうかいちおうカエサル・ラグナロク,10,闇,悪魔族,融合／効果,3200,3000,
13081,DDD怒涛大王エグゼクティブ・シーザー,ディーディーディーどとうだいおうエグゼクティブ・シーザー,6,水,悪魔族,エクシーズ／効果,2800,1800,
11450,DDDの人事権,ディーディーディーのじんじけん,,,罠,,,,
11769,DDD覇龍王ペンドラゴン,ディーディーディーはりゅうおうペンドラゴン,7,闇,悪魔族,効果,2600,2400,
12012,DDDの契約変更,ディーディーディーのけいやくへんこう,,,罠,,,,
12959,DDD磐石王ダリウス,ディーディーディーばんじゃくおうダリウス,3,地,悪魔族,エクシーズ／効果,1900,1000,
11444,DDD烈火王テムジン,ディーディーディーれっかおうテムジン,6,炎,悪魔族,融合／効果,2000,1500,
16880,DDDヘッドハント,ディーディーディーヘッドハント,,,罠,,,,
11460,DDD反骨王レオニダス,ディーディーディーはんこつおうレオニダス,7,闇,悪魔族,ペンデュラム／効果,2600,1200,
21769,DDD零死王ゼロ・マキナ,ディーディーディーれいじおうゼロ・マキナ,8,闇,悪魔族,ペンデュラム／効果,3000,0,
11440,DDナイト・ハウリング,ディーディーナイト・ハウリング,3,闇,悪魔族,チューナー／効果,300,600,
9205,D.D.デストロイヤー,ディー．ディー．デストロイヤー,4,地,戦士族,効果,1000,1000,
13016,DDD烈火大王エグゼクティブ・テムジン,ディーディーディーれっかだいおうエグゼクティブ・テムジン,8,炎,悪魔族,融合／効果,2800,2400,
15181,DDドッグ,ディーディードッグ,6,闇,悪魔族,ペンデュラム／効果,2000,2000,
11956,DDネクロ・スライム,ディーディーネクロ・スライム,1,闇,悪魔族,効果,300,300,
11954,DDバフォメット,ディーディーバフォメット,4,闇,悪魔族,効果,1400,1800,
11795,DDパンドラ,ディーディーパンドラ,5,闇,悪魔族,効果,1700,2100,
11330,DDプラウド・シュバリエ,ディーディープラウド・シュバリエ,5,闇,悪魔族,ペンデュラム／効果,2000,700,
11441,DD魔導賢者ガリレイ,ディーディーまどうけんじゃガリレイ,10,闇,悪魔族,ペンデュラム／効果,0,0,
11329,DDプラウド・オーガ,ディーディープラウド・オーガ,6,闇,悪魔族,ペンデュラム／効果,2300,1500,
12227,DD魔導賢者コペルニクス,ディーディーまどうけんじゃコペルニクス,4,闇,悪魔族,ペンデュラム／効果,0,0,
11442,DD魔導賢者ケプラー,ディーディーまどうけんじゃケプラー,1,闇,悪魔族,ペンデュラム／効果,0,0,
12226,DD魔導賢者ニュートン,ディーディーまどうけんじゃニュートン,7,闇,悪魔族,ペンデュラム／効果,0,0,
12409,DD魔導賢者トーマス,ディーディーまどうけんじゃトーマス,8,闇,悪魔族,ペンデュラム／効果,1800,2600,
12410,DD魔導賢者ニコラ,ディーディーまどうけんじゃニコラ,6,闇,悪魔族,ペンデュラム／効果,2000,2000,
12229,DDラミア,ディーディーラミア,1,闇,悪魔族,チューナー／効果,100,1900,
21767,DDランス・ソルジャー,ディーディーランス・ソルジャー,2,闇,悪魔族,チューナー／効果,400,400,
12231,DDリビルド,ディーディーリビルド,,,罠,,,,
11439,DDリリス,ディーディーリリス,4,闇,悪魔族,効果,100,2100,
11451,DDリクルート,ディーディーリクルート,,,罠,,,,
20220,DPAジャンダムーア,ディーピーエージャンダムーア,8,炎,サイバース族,シンクロ／チューナー／効果,2000,2800,
16405,D－フォース,ディー－フォース,,,魔法,,,,
12709,D－フュージョン,ディー－フュージョン,,,罠,,,,
7621,D－フォーメーション,ディー－フォーメーション,,,魔法,,,,
7639,D－フォーチュン,ディー－フォーチュン,,,罠,,,,
12488,ディープアイズ・ホワイト・ドラゴン,ディープアイズ・ホワイト・ドラゴン,10,光,ドラゴン族,効果,0,0,
10229,ディープ・スィーパー,ディープ・スィーパー,4,水,魚族,効果,1600,1300,
10896,ディープ・スペース・クルーザー・ナイン,ディープ・スペース・クルーザー・ナイン,9,光,機械族,効果,900,900,
14953,深淵の青眼龍,ディープ・オブ・ブルーアイズ,8,光,ドラゴン族,効果,2500,2500,
7398,ディープ・ダイバー,ディープ・ダイバー,3,水,水族,効果,1000,1100,
9730,デイブレーカー,デイブレーカー,4,光,戦士族,効果,1700,0,
13796,ディーラーズ・チョイス,ディーラーズ・チョイス,,,罠,,,,
9867,Dボーイズ,ディーボーイズ,1,闇,悪魔族,リバース／効果,100,1000,
14269,機怪神エクスクローラー,デウスエクスクローラー,9,地,昆虫族,リバース／効果,2000,3000,
14892,泥岩の霊長－マンドストロング,でいがんのれいちょう－マンドストロング,8,地,岩石族,効果,2000,3000,
20540,超獸の咆哮,デカネローグ,,,魔法,,,,
19886,終戒超獸－ヴァルドラス,デカネローグ－ヴァルドラス,10,闇,幻竜族,エクシーズ／効果,3000,3000,
11398,宣告者の神託,デクレアラー・オラクル,,,魔法,,,,
